Name,Date Practiced,Refresh Database,Tunes
Darby the Driver (24-03-13),"March 13, 2024 7:16 AM (CDT)",,Darby the Driver (https://www.notion.so/Darby-the-Driver-bd08e1e2b24145f19cec20079f9c9cc4?pvs=21)
Mug of Brown Ale (24-03-13),"March 13, 2024 7:16 AM (CDT)",,Mug of Brown Ale (https://www.notion.so/Mug-of-Brown-Ale-b87c86a1ef48464993d207e318b57a6b?pvs=21)
The Mountain Road (24-03-13),"March 13, 2024 7:37 AM (CDT)",,The Mountain Road (https://www.notion.so/The-Mountain-Road-93ac39c241844729911e998c0e1d351a?pvs=21)
Humours of Ballyloughlin (24-03-13),"March 13, 2024 9:47 PM (CDT)",,Humours of Ballyloughlin (https://www.notion.so/Humours-of-Ballyloughlin-a8a2937f76c54d2e82642d739a2f18d9?pvs=21)
Were You At The Fair (24-03-13),"March 13, 2024 9:57 PM (CDT)",,Were You At The Fair (https://www.notion.so/Were-You-At-The-Fair-eb5b6f39a94c414698596cc8f43e9df3?pvs=21)
Pipe on the Hob (24-03-13),"March 13, 2024 10:19 PM (CDT)",,Pipe on the Hob (https://www.notion.so/Pipe-on-the-Hob-f35290ef6ff8479b8234689bd21386ac?pvs=21)
Scatter the Mud  (24-03-13),"March 13, 2024 10:27 PM (CDT)",,Scatter the Mud  (https://www.notion.so/Scatter-the-Mud-f7f5a04fd01d441e9bb23fb63171df6f?pvs=21)
The Maid in the Meadow (24-03-14),"March 14, 2024 9:51 AM (CDT)",,The Maid in the Meadow (https://www.notion.so/The-Maid-in-the-Meadow-7e50a54798064e4e8de541296da59f9b?pvs=21)
Pipe on the Hob (24-03-14),"March 14, 2024 9:51 AM (CDT)",,Pipe on the Hob (https://www.notion.so/Pipe-on-the-Hob-f35290ef6ff8479b8234689bd21386ac?pvs=21)
Cheer Up Old Hag (24-03-15),"March 15, 2024 4:18 PM (CDT)",,Cheer Up Old Hag (https://www.notion.so/Cheer-Up-Old-Hag-ced556925c54420e878a8e214314f19a?pvs=21)
End of the Day (24-03-15),"March 15, 2024 4:33 PM (CDT)",,End of the Day (https://www.notion.so/End-of-the-Day-0f0585d87b9e4e44a408ff041a603767?pvs=21)
Dever the  Dancer (24-03-15),"March 15, 2024 4:56 PM (CDT)",,Dever the  Dancer (https://www.notion.so/Dever-the-Dancer-483ad6770bc94aa49e678e0e44ccf9c9?pvs=21)
Lilting Banshee (24-03-16),"March 16, 2024 10:27 AM (CDT)",,Lilting Banshee (https://www.notion.so/Lilting-Banshee-c76321240a8e494cb8bc4e890c9eb275?pvs=21)
Rolling in the Barrel (24-03-16),"March 16, 2024 10:27 AM (CDT)",,Rolling in the Barrel (https://www.notion.so/Rolling-in-the-Barrel-e82c5d31f0b0410da5507cd27d0a4f84?pvs=21)
The Maid in the Meadow (24-03-16),"March 16, 2024 10:27 AM (CDT)",,The Maid in the Meadow (https://www.notion.so/The-Maid-in-the-Meadow-7e50a54798064e4e8de541296da59f9b?pvs=21)
Scatter the Mud  (24-03-16),"March 16, 2024 11:35 AM (CDT)",,Scatter the Mud  (https://www.notion.so/Scatter-the-Mud-f7f5a04fd01d441e9bb23fb63171df6f?pvs=21)
Come West Along the Road (24-03-16),"March 16, 2024 4:22 PM (CDT)",,Come West Along the Road (https://www.notion.so/Come-West-Along-the-Road-747f05a787254086bd44458bd5636459?pvs=21)
Sporting Paddy (24-03-16),"March 16, 2024 5:38 PM (CDT)",,Sporting Paddy (https://www.notion.so/Sporting-Paddy-323d0a89abeb4931ab08147ef53f14ab?pvs=21)
Paddy Scanlon's Polka (24-03-16),"March 16, 2024 6:02 PM (CDT)",,Paddy Scanlon's Polka (https://www.notion.so/Paddy-Scanlon-s-Polka-fb6995895542481682e795b4f0bc2c0e?pvs=21)
Sporting Paddy (24-03-17),"March 17, 2024 9:15 AM (CDT)",,Sporting Paddy (https://www.notion.so/Sporting-Paddy-323d0a89abeb4931ab08147ef53f14ab?pvs=21)
Silver Spear (24-03-17),"March 17, 2024 10:01 AM (CDT)",,Silver Spear (https://www.notion.so/Silver-Spear-e2e7928ec26e4745a4e5c8b7bdabcd8d?pvs=21)
Lady Anne Montgomery (24-03-17),"March 17, 2024 10:01 AM (CDT)",,Lady Anne Montgomery (https://www.notion.so/Lady-Anne-Montgomery-aa078c94d2784c07ac1baa6174f0ed45?pvs=21)
Sailing Into Walpole’s Marsh (24-03-17),"March 17, 2024 10:21 AM (CDT)",,Sailing Into Walpole’s Marsh (https://www.notion.so/Sailing-Into-Walpole-s-Marsh-fe56168ac98642d68bebb8c89aad6de9?pvs=21)
The Meelick Team (24-03-17),"March 17, 2024 10:30 AM (CDT)",,The Meelick Team (https://www.notion.so/The-Meelick-Team-57733247e8e04e1ba7bcc895eecf1284?pvs=21)
Mug of Brown Ale (24-03-17),"March 17, 2024 10:30 AM (CDT)",,Mug of Brown Ale (https://www.notion.so/Mug-of-Brown-Ale-b87c86a1ef48464993d207e318b57a6b?pvs=21)
Darby the Driver (24-03-17),"March 17, 2024 10:30 AM (CDT)",,Darby the Driver (https://www.notion.so/Darby-the-Driver-bd08e1e2b24145f19cec20079f9c9cc4?pvs=21)
The Munster Jig (24-03-17),"March 17, 2024 11:01 AM (CDT)",,The Munster Jig (https://www.notion.so/The-Munster-Jig-b1bdf3f5de794d8a85be3b07b4ded564?pvs=21)
Young Tom Ennis (24-03-17),"March 17, 2024 11:08 AM (CDT)",,Young Tom Ennis (https://www.notion.so/Young-Tom-Ennis-2709121a4c0a47b2962c5611d4f13816?pvs=21)
Scatter the Mud  (24-03-17),"March 17, 2024 11:25 AM (CDT)",,Scatter the Mud  (https://www.notion.so/Scatter-the-Mud-f7f5a04fd01d441e9bb23fb63171df6f?pvs=21)
As I Went Out Upon the Ice (24-03-17),"March 17, 2024 10:57 PM (CDT)",,As I Went Out Upon the Ice (https://www.notion.so/As-I-Went-Out-Upon-the-Ice-2e6be37918bc4682ba07ab7e0b5a1c0f?pvs=21)
Paddy Scanlon's Polka (24-03-17),"March 17, 2024 10:58 PM (CDT)",,Paddy Scanlon's Polka (https://www.notion.so/Paddy-Scanlon-s-Polka-fb6995895542481682e795b4f0bc2c0e?pvs=21)
The Maid in the Meadow (24-03-17),"March 17, 2024 10:58 PM (CDT)",,The Maid in the Meadow (https://www.notion.so/The-Maid-in-the-Meadow-7e50a54798064e4e8de541296da59f9b?pvs=21)
Sporting Paddy (24-03-18),"March 18, 2024 7:06 AM (CDT)",,Sporting Paddy (https://www.notion.so/Sporting-Paddy-323d0a89abeb4931ab08147ef53f14ab?pvs=21)
Lady Anne Montgomery (24-03-18),"March 18, 2024 7:06 AM (CDT)",,Lady Anne Montgomery (https://www.notion.so/Lady-Anne-Montgomery-aa078c94d2784c07ac1baa6174f0ed45?pvs=21)
Rolling in the Barrel (24-03-18),"March 18, 2024 9:34 AM (CDT)",,Rolling in the Barrel (https://www.notion.so/Rolling-in-the-Barrel-e82c5d31f0b0410da5507cd27d0a4f84?pvs=21)
The Tenpenny Piece (24-03-18),"March 18, 2024 6:07 PM (CDT)",,The Tenpenny Piece (https://www.notion.so/The-Tenpenny-Piece-f3c319dd6c2547fdaa64302da8640b6c?pvs=21)
Humours of Lisheen (24-03-18),"March 18, 2024 6:07 PM (CDT)",,Humours of Lisheen (https://www.notion.so/Humours-of-Lisheen-96be6557804240c4b1f73ae7081b2ec1?pvs=21)
My Mind Will Ne’er Be Easy (24-03-18),"March 18, 2024 6:39 PM (CDT)",,My Mind Will Ne’er Be Easy (https://www.notion.so/My-Mind-Will-Ne-er-Be-Easy-31da303be67e479a86646638224a81ce?pvs=21)
Scatter the Mud  (24-03-18),"March 18, 2024 10:44 PM (CDT)",,Scatter the Mud  (https://www.notion.so/Scatter-the-Mud-f7f5a04fd01d441e9bb23fb63171df6f?pvs=21)
The Maid in the Meadow (24-03-18),"March 18, 2024 10:44 PM (CDT)",,The Maid in the Meadow (https://www.notion.so/The-Maid-in-the-Meadow-7e50a54798064e4e8de541296da59f9b?pvs=21)
Na Ceanabhan Bheana (24-03-18),"March 18, 2024 10:51 PM (CDT)",,Na Ceanabhan Bheana (https://www.notion.so/Na-Ceanabhan-Bheana-91e958ceda034ce795885634651c3f85?pvs=21)
My Mind Will Ne’er Be Easy (24-03-19),"March 19, 2024 6:56 AM (CDT)",,My Mind Will Ne’er Be Easy (https://www.notion.so/My-Mind-Will-Ne-er-Be-Easy-31da303be67e479a86646638224a81ce?pvs=21)
Scatter the Mud  (24-03-19),"March 19, 2024 6:57 AM (CDT)",,Scatter the Mud  (https://www.notion.so/Scatter-the-Mud-f7f5a04fd01d441e9bb23fb63171df6f?pvs=21)
The Maid in the Meadow (24-03-19),"March 19, 2024 6:57 AM (CDT)",,The Maid in the Meadow (https://www.notion.so/The-Maid-in-the-Meadow-7e50a54798064e4e8de541296da59f9b?pvs=21)
Sailing Into Walpole’s Marsh (24-03-19),"March 19, 2024 7:16 AM (CDT)",,Sailing Into Walpole’s Marsh (https://www.notion.so/Sailing-Into-Walpole-s-Marsh-fe56168ac98642d68bebb8c89aad6de9?pvs=21)
The Ballydesmond Polka #1 (24-03-19),"March 19, 2024 7:17 AM (CDT)",,The Ballydesmond Polka #1 (https://www.notion.so/The-Ballydesmond-Polka-1-fc086c82dcde4265b2300c31ce4bba3d?pvs=21)
The Ballydesmond Polka #3 (24-03-19),"March 19, 2024 7:17 AM (CDT)",,The Ballydesmond Polka #3 (https://www.notion.so/The-Ballydesmond-Polka-3-00a5d186ae494b25967004a77533d9ae?pvs=21)
The Ballydesmond Polka #2 (24-03-19),"March 19, 2024 7:17 AM (CDT)",,The Ballydesmond Polka #2 (https://www.notion.so/The-Ballydesmond-Polka-2-fd22f73c57174270884b9c6803d3cc1e?pvs=21)
The Saint Louis Waltz (24-03-19),"March 19, 2024 10:52 PM (CDT)",,The Saint Louis Waltz (https://www.notion.so/The-Saint-Louis-Waltz-5840fd56ce504cd698ac4d8d920f439c?pvs=21)
Sonny Brogan #1 (24-03-19),"March 19, 2024 10:52 PM (CDT)",,Sonny Brogan #1 (https://www.notion.so/Sonny-Brogan-1-17d8cc3c5b9643e398ef0741e5ab30e9?pvs=21)
Sonny Brogan #1 (24-03-19),"March 19, 2024 10:54 PM (CDT)",,Sonny Brogan #1 (https://www.notion.so/Sonny-Brogan-1-17d8cc3c5b9643e398ef0741e5ab30e9?pvs=21)
Sonny Brogan #2 (24-03-19),"March 19, 2024 10:54 PM (CDT)",,Sonny Brogan #2 (https://www.notion.so/Sonny-Brogan-2-feae5ab840b24f82bc4ec47c5bc40b7e?pvs=21)
Shoe the Donkey (24-03-19),"March 19, 2024 10:54 PM (CDT)",,Shoe the Donkey (https://www.notion.so/Shoe-the-Donkey-63e913a725ba4c72b3c19f010b2a23a7?pvs=21)
The Meelick Team (24-03-19),"March 19, 2024 10:54 PM (CDT)",,The Meelick Team (https://www.notion.so/The-Meelick-Team-57733247e8e04e1ba7bcc895eecf1284?pvs=21)
David Collins #3 (24-03-20),"March 20, 2024 7:26 AM (CDT)",,David Collins #3 (https://www.notion.so/David-Collins-3-febe9a45e7e1425f9d6cd7317ea87cfe?pvs=21)
David Collins #2 (24-03-20),"March 20, 2024 7:26 AM (CDT)",,David Collins #2 (https://www.notion.so/David-Collins-2-9d557794a1d544dd9f56c1eea03f9a67?pvs=21)
David Collins #1  (24-03-20),"March 20, 2024 7:26 AM (CDT)",,David Collins #1  (https://www.notion.so/David-Collins-1-7cf501a1d26e4b0aa168bfe03893ec61?pvs=21)
Monaghan Twig (24-03-20),"March 20, 2024 7:42 AM (CDT)",,Monaghan Twig (https://www.notion.so/Monaghan-Twig-8ed17efdecc642109d2a0213d7b9839d?pvs=21)
The Saint Louis Waltz (24-03-20),"March 20, 2024 7:42 AM (CDT)",,The Saint Louis Waltz (https://www.notion.so/The-Saint-Louis-Waltz-5840fd56ce504cd698ac4d8d920f439c?pvs=21)
John Joe Harnett’s (24-03-20),"March 20, 2024 5:34 PM (CDT)",,John Joe Harnett’s (https://www.notion.so/John-Joe-Harnett-s-3caa6fe31e88400f92ad88ef663f29ab?pvs=21)
Moss Murphys #1 (24-03-20),"March 20, 2024 5:35 PM (CDT)",,Moss Murphys #1 (https://www.notion.so/Moss-Murphys-1-9169545be89440eb8a13073fa4039b14?pvs=21)
Moss Murphys #2 (24-03-20),"March 20, 2024 5:35 PM (CDT)",,Moss Murphys #2 (https://www.notion.so/Moss-Murphys-2-c982ee29b72745789cce70be5aa5b88b?pvs=21)
John Joe Harnett’s (24-03-20),"March 20, 2024 5:36 PM (CDT)",,John Joe Harnett’s (https://www.notion.so/John-Joe-Harnett-s-3caa6fe31e88400f92ad88ef663f29ab?pvs=21)
Delahunty's Hornpipe (24-03-20),"March 20, 2024 6:03 PM (CDT)",,Delahunty's Hornpipe (https://www.notion.so/Delahunty-s-Hornpipe-39237dc5c85c48b3973007aacf1c2c31?pvs=21)
Scatter the Mud  (24-03-20),"March 20, 2024 10:37 PM (CDT)",,Scatter the Mud  (https://www.notion.so/Scatter-the-Mud-f7f5a04fd01d441e9bb23fb63171df6f?pvs=21)
Paddy Scanlon's Polka (24-03-20),"March 20, 2024 11:12 PM (CDT)",,Paddy Scanlon's Polka (https://www.notion.so/Paddy-Scanlon-s-Polka-fb6995895542481682e795b4f0bc2c0e?pvs=21)
The Plains of Boyle (24-03-21),"March 21, 2024 6:49 AM (CDT)",,The Plains of Boyle (https://www.notion.so/The-Plains-of-Boyle-edf9e246e3184e67a45e1e4659674c46?pvs=21)
Delahunty's Hornpipe (24-03-21),"March 21, 2024 6:50 AM (CDT)",,Delahunty's Hornpipe (https://www.notion.so/Delahunty-s-Hornpipe-39237dc5c85c48b3973007aacf1c2c31?pvs=21)
Upperchurch Polka #2 (24-03-21),"March 21, 2024 7:04 AM (CDT)",,Upperchurch Polka #2 (https://www.notion.so/Upperchurch-Polka-2-9531fd9e9548464bb0485fb52a8b0b7f?pvs=21)
Upperchurch Polka #1 (24-03-21),"March 21, 2024 7:04 AM (CDT)",,Upperchurch Polka #1 (https://www.notion.so/Upperchurch-Polka-1-ce94e991a3cb4fb1a03d2dafad5ac576?pvs=21)
Paddy Scanlon's Polka (24-03-21),"March 21, 2024 7:04 AM (CDT)",,Paddy Scanlon's Polka (https://www.notion.so/Paddy-Scanlon-s-Polka-fb6995895542481682e795b4f0bc2c0e?pvs=21)
David Collins #2 (24-03-21),"March 21, 2024 11:09 PM (CDT)",,David Collins #2 (https://www.notion.so/David-Collins-2-9d557794a1d544dd9f56c1eea03f9a67?pvs=21)
David Collins #1  (24-03-21),"March 21, 2024 11:09 PM (CDT)",,David Collins #1  (https://www.notion.so/David-Collins-1-7cf501a1d26e4b0aa168bfe03893ec61?pvs=21)
David Collins #3 (24-03-21),"March 21, 2024 11:10 PM (CDT)",,David Collins #3 (https://www.notion.so/David-Collins-3-febe9a45e7e1425f9d6cd7317ea87cfe?pvs=21)
Creeping Dockin (24-03-21),"March 21, 2024 11:10 PM (CDT)",,Creeping Dockin (https://www.notion.so/Creeping-Dockin-595a97520a664ec0b6e86981ac06b83e?pvs=21)
David Collins #1  (24-03-22),"March 22, 2024 7:17 AM (CDT)",,David Collins #1  (https://www.notion.so/David-Collins-1-7cf501a1d26e4b0aa168bfe03893ec61?pvs=21)
Humours of Ennistymon (24-03-22),"March 22, 2024 7:56 AM (CDT)",,Humours of Ennistymon (https://www.notion.so/Humours-of-Ennistymon-d65b81dba2ad43ac9d90f2b0af4b2e7b?pvs=21)
The Wandering Minstrel (24-03-22),"March 22, 2024 7:56 AM (CDT)",,The Wandering Minstrel (https://www.notion.so/The-Wandering-Minstrel-538775a9103449f795d5acdc7a1146d6?pvs=21)
Hardiman the Fiddler (24-03-22),"March 22, 2024 7:57 AM (CDT)",,Hardiman the Fiddler (https://www.notion.so/Hardiman-the-Fiddler-2812d865b3124043851ea8beb3114fc8?pvs=21)
David Collins #3 (24-03-22),"March 22, 2024 7:57 AM (CDT)",,David Collins #3 (https://www.notion.so/David-Collins-3-febe9a45e7e1425f9d6cd7317ea87cfe?pvs=21)
David Collins #1  (24-03-22),"March 22, 2024 7:57 AM (CDT)",,David Collins #1  (https://www.notion.so/David-Collins-1-7cf501a1d26e4b0aa168bfe03893ec61?pvs=21)
David Collins #2 (24-03-22),"March 22, 2024 7:57 AM (CDT)",,David Collins #2 (https://www.notion.so/David-Collins-2-9d557794a1d544dd9f56c1eea03f9a67?pvs=21)
Virginia Reel (24-03-22),"March 22, 2024 8:37 AM (CDT)",,Virginia Reel (https://www.notion.so/Virginia-Reel-a70cac6ef3b446bbb552f061102e6d0a?pvs=21)
Were You At The Fair (24-03-23),"March 23, 2024 3:54 PM (CDT)",,Were You At The Fair (https://www.notion.so/Were-You-At-The-Fair-eb5b6f39a94c414698596cc8f43e9df3?pvs=21)
The Merry Blacksmith (24-03-23),"March 23, 2024 3:55 PM (CDT)",,The Merry Blacksmith (https://www.notion.so/The-Merry-Blacksmith-7fc90e60cbb946799ee90a236074044b?pvs=21)
Moss Murphys #1 (24-03-23),"March 23, 2024 4:32 PM (CDT)",,Moss Murphys #1 (https://www.notion.so/Moss-Murphys-1-9169545be89440eb8a13073fa4039b14?pvs=21)
John Joe Harnett’s (24-03-23),"March 23, 2024 4:32 PM (CDT)",,John Joe Harnett’s (https://www.notion.so/John-Joe-Harnett-s-3caa6fe31e88400f92ad88ef663f29ab?pvs=21)
Moss Murphys #2 (24-03-23),"March 23, 2024 4:33 PM (CDT)",,Moss Murphys #2 (https://www.notion.so/Moss-Murphys-2-c982ee29b72745789cce70be5aa5b88b?pvs=21)
John Joe Harnett’s (24-03-23),"March 23, 2024 4:33 PM (CDT)",,John Joe Harnett’s (https://www.notion.so/John-Joe-Harnett-s-3caa6fe31e88400f92ad88ef663f29ab?pvs=21)
Corney Drew’s (24-03-23),"March 23, 2024 5:04 PM (CDT)",,Corney Drew’s (https://www.notion.so/Corney-Drew-s-3002738476514e898eda6b2edc5ada15?pvs=21)
Walsh’s (24-03-23),"March 23, 2024 5:04 PM (CDT)",,Walsh’s (https://www.notion.so/Walsh-s-f07cf55122f1491587a235a7b348d69c?pvs=21)
Lucy Farr (24-03-23),"March 23, 2024 5:07 PM (CDT)",,Lucy Farr (https://www.notion.so/Lucy-Farr-d11cc60099ab422fa35e7ef8fec3d923?pvs=21)
Creeping Dockin (24-03-23),"March 23, 2024 5:25 PM (CDT)",,Creeping Dockin (https://www.notion.so/Creeping-Dockin-595a97520a664ec0b6e86981ac06b83e?pvs=21)
Around the Fairy Fort (24-03-24),"March 24, 2024 10:28 AM (CDT)",,Around the Fairy Fort (https://www.notion.so/Around-the-Fairy-Fort-e92d1e73443c4948bb749f0154a8a312?pvs=21)
Down the Back Lane (24-03-24),"March 24, 2024 10:08 PM (CDT)",,Down the Back Lane (https://www.notion.so/Down-the-Back-Lane-8d8b3ba7d0b64912915933914a8ee886?pvs=21)
The Munster Jig (24-03-24),"March 24, 2024 10:38 PM (CDT)",,The Munster Jig (https://www.notion.so/The-Munster-Jig-b1bdf3f5de794d8a85be3b07b4ded564?pvs=21)
The Merry Blacksmith (24-03-24),"March 24, 2024 10:39 PM (CDT)",,The Merry Blacksmith (https://www.notion.so/The-Merry-Blacksmith-7fc90e60cbb946799ee90a236074044b?pvs=21)
Down the Back Lane (24-03-25),"March 25, 2024 6:56 AM (CDT)",,Down the Back Lane (https://www.notion.so/Down-the-Back-Lane-8d8b3ba7d0b64912915933914a8ee886?pvs=21)
The Munster Jig (24-03-25),"March 25, 2024 6:56 AM (CDT)",,The Munster Jig (https://www.notion.so/The-Munster-Jig-b1bdf3f5de794d8a85be3b07b4ded564?pvs=21)
Down the Back Lane (24-03-25),"March 25, 2024 6:56 AM (CDT)",,Down the Back Lane (https://www.notion.so/Down-the-Back-Lane-8d8b3ba7d0b64912915933914a8ee886?pvs=21)
Young Tom Ennis (24-03-25),"March 25, 2024 6:56 AM (CDT)",,Young Tom Ennis (https://www.notion.so/Young-Tom-Ennis-2709121a4c0a47b2962c5611d4f13816?pvs=21)
Joe Bane’s (24-03-25),"March 25, 2024 7:17 AM (CDT)",,Joe Bane’s (https://www.notion.so/Joe-Bane-s-767652c54e744238ab21c4dc6adc4276?pvs=21)
Joe Bane’s (24-03-25),"March 25, 2024 7:17 AM (CDT)",,Joe Bane’s (https://www.notion.so/Joe-Bane-s-767652c54e744238ab21c4dc6adc4276?pvs=21)
The Princess (24-03-25),"March 25, 2024 7:17 AM (CDT)",,The Princess (https://www.notion.so/The-Princess-9f55bda76f3f4c4692293374a42de21a?pvs=21)
Lucy Farr (24-03-25),"March 25, 2024 7:17 AM (CDT)",,Lucy Farr (https://www.notion.so/Lucy-Farr-d11cc60099ab422fa35e7ef8fec3d923?pvs=21)
The Hag at the Churn (24-03-25),"March 25, 2024 10:42 PM (CDT)",,The Hag at the Churn (https://www.notion.so/The-Hag-at-the-Churn-4621de54f6474cee9ad99dbedda88ec5?pvs=21)
Apples in Winter (24-03-26),"March 26, 2024 7:01 AM (CDT)",,Apples in Winter (https://www.notion.so/Apples-in-Winter-fc613a69d96e41c5bdec4a6f35359602?pvs=21)
Creeping Dockin (24-03-26),"March 26, 2024 8:58 AM (CDT)",,Creeping Dockin (https://www.notion.so/Creeping-Dockin-595a97520a664ec0b6e86981ac06b83e?pvs=21)
Down the Back Lane (24-03-26),"March 26, 2024 9:00 AM (CDT)",,Down the Back Lane (https://www.notion.so/Down-the-Back-Lane-8d8b3ba7d0b64912915933914a8ee886?pvs=21)
Sailing Into Walpole’s Marsh (24-03-26),"March 26, 2024 9:00 AM (CDT)",,Sailing Into Walpole’s Marsh (https://www.notion.so/Sailing-Into-Walpole-s-Marsh-fe56168ac98642d68bebb8c89aad6de9?pvs=21)
Scatter the Mud  (24-03-26),"March 26, 2024 10:48 PM (CDT)",,Scatter the Mud  (https://www.notion.so/Scatter-the-Mud-f7f5a04fd01d441e9bb23fb63171df6f?pvs=21)
King of the Fairies (24-03-27),"March 27, 2024 8:58 AM (CDT)",,King of the Fairies (https://www.notion.so/King-of-the-Fairies-bd0c407bf3394939a7da85a9ca1398b7?pvs=21)
The Maid in the Meadow (24-03-27),"March 27, 2024 4:38 PM (CDT)",,The Maid in the Meadow (https://www.notion.so/The-Maid-in-the-Meadow-7e50a54798064e4e8de541296da59f9b?pvs=21)
Drake’s Lad (24-03-27),"March 27, 2024 5:51 PM (CDT)",,Drake’s Lad (https://www.notion.so/Drake-s-Lad-002321b8de6c45499d1365d753ad7557?pvs=21)
The Rathawuan Slide (24-03-27),"March 27, 2024 10:26 PM (CDT)",,The Rathawuan Slide (https://www.notion.so/The-Rathawuan-Slide-f71cc10f0540437c9eeaac6cc283f79d?pvs=21)
The Hare in the Corn (24-03-27),"March 27, 2024 10:26 PM (CDT)",,The Hare in the Corn (https://www.notion.so/The-Hare-in-the-Corn-b8637a86c93b4580b4c5d57b0a99897b?pvs=21)
Comb Your Hair and Curl It (24-03-27),"March 27, 2024 10:31 PM (CDT)",,Comb Your Hair and Curl It (https://www.notion.so/Comb-Your-Hair-and-Curl-It-5591068a74424c239af21f41fb1a2387?pvs=21)
The Promenade (24-03-28),"March 28, 2024 6:56 AM (CDT)",,The Promenade (https://www.notion.so/The-Promenade-72049f27c596464cb9f1b2dfb132d429?pvs=21)
The Boys of Ballisodare (24-03-28),"March 28, 2024 6:56 AM (CDT)",,The Boys of Ballisodare (https://www.notion.so/The-Boys-of-Ballisodare-d3fce4def8df43778acfbbd3c94575ab?pvs=21)
Comb Your Hair and Curl It (24-03-28),"March 28, 2024 6:57 AM (CDT)",,Comb Your Hair and Curl It (https://www.notion.so/Comb-Your-Hair-and-Curl-It-5591068a74424c239af21f41fb1a2387?pvs=21)
The Ballydesmond Polka #2 (24-03-28),"March 28, 2024 7:04 AM (CDT)",,The Ballydesmond Polka #2 (https://www.notion.so/The-Ballydesmond-Polka-2-fd22f73c57174270884b9c6803d3cc1e?pvs=21)
The Ballydesmond Polka #3 (24-03-28),"March 28, 2024 7:04 AM (CDT)",,The Ballydesmond Polka #3 (https://www.notion.so/The-Ballydesmond-Polka-3-00a5d186ae494b25967004a77533d9ae?pvs=21)
The Ballydesmond Polka #1 (24-03-28),"March 28, 2024 7:04 AM (CDT)",,The Ballydesmond Polka #1 (https://www.notion.so/The-Ballydesmond-Polka-1-fc086c82dcde4265b2300c31ce4bba3d?pvs=21)
Drake’s Lad (24-03-28),"March 28, 2024 7:21 AM (CDT)",,Drake’s Lad (https://www.notion.so/Drake-s-Lad-002321b8de6c45499d1365d753ad7557?pvs=21)
The Gullane Polka (24-03-28),"March 28, 2024 10:54 PM (CDT)",,The Gullane Polka (https://www.notion.so/The-Gullane-Polka-fff4b194d26648c892405955f27332ba?pvs=21)
Drake’s Lad (24-03-29),"March 29, 2024 7:44 AM (CDT)",,Drake’s Lad (https://www.notion.so/Drake-s-Lad-002321b8de6c45499d1365d753ad7557?pvs=21)
Rolling in the Barrel (24-03-29),"March 29, 2024 7:44 AM (CDT)",,Rolling in the Barrel (https://www.notion.so/Rolling-in-the-Barrel-e82c5d31f0b0410da5507cd27d0a4f84?pvs=21)
The Gullane Polka (24-03-29),"March 29, 2024 7:44 AM (CDT)",,The Gullane Polka (https://www.notion.so/The-Gullane-Polka-fff4b194d26648c892405955f27332ba?pvs=21)
The Lasses of Limerick (24-03-29),"March 29, 2024 8:32 AM (CDT)",,The Lasses of Limerick (https://www.notion.so/The-Lasses-of-Limerick-f6d7f33d585e47b0b12b38a1e8102eac?pvs=21)
Lady Anne Montgomery (24-03-29),"March 29, 2024 8:33 AM (CDT)",,Lady Anne Montgomery (https://www.notion.so/Lady-Anne-Montgomery-aa078c94d2784c07ac1baa6174f0ed45?pvs=21)
Silver Spear (24-03-29),"March 29, 2024 8:33 AM (CDT)",,Silver Spear (https://www.notion.so/Silver-Spear-e2e7928ec26e4745a4e5c8b7bdabcd8d?pvs=21)
Creeping Dockin (24-03-30),"March 30, 2024 10:17 AM (CDT)",,Creeping Dockin (https://www.notion.so/Creeping-Dockin-595a97520a664ec0b6e86981ac06b83e?pvs=21)
Apples in Winter (24-03-30),"March 30, 2024 10:18 AM (CDT)",,Apples in Winter (https://www.notion.so/Apples-in-Winter-fc613a69d96e41c5bdec4a6f35359602?pvs=21)
